date,panchayat_id,gp_code,panchayat_name,block_name,district_name,latitude,longitude,coarse_rain_mm,coarse_tmax_c,coarse_tmin_c,elevation_dem_m,slope_deg,aspect_sin,aspect_cos,terrain_roughness_m,relative_elevation_m,nearest_river,distance_to_river_m,sand_pct,clay_pct,silt_pct,soil_type,month,day_of_year,day_of_year_sin,day_of_year_cos,monsoon_phase,target_rain_binary,target_rain_mm,target_tmax_c,target_tmin_c
2024-06-19,WB_107031,107031,ALIPURDUAR_BLOCK_3_GP_9,ALIPURDUAR_BLOCK_3,Alipurduar,26.61726006,89.45424,76.2,26.5,23.9,171.76,0.69,0.9972,0.0749,2.57,-1.32,Torsa,8597.817400849677,44.68,27.71,27.61,non_sandy,6,171,0.198648,-0.980071,monsoon,1,81.71,26.72,24.08
2025-09-29,WB_107059,107059,ALIPURDUAR_BLOCK_6_GP_4,ALIPURDUAR_BLOCK_6,Alipurduar,26.80244527,89.78487913,1.5,26.5,18.8,174.55,0.7,0.0467,0.9989,2.53,-1.45,Torsa,40765.04911209331,45.25,27.8,26.95,non_sandy,9,272,-0.999445,-0.033324,monsoon,1,1.64,26.37,18.7
2025-11-17,WB_107011,107011,ALIPURDUAR_BLOCK_1_GP_11,ALIPURDUAR_BLOCK_1,Alipurduar,26.50004111,89.12826103,0.0,27.8,16.4,170.51,0.68,-0.975,0.222,2.52,-0.1,Torsa,25699.499622837287,43.99,27.74,28.27,non_sandy,11,321,-0.689796,0.724004,post_monsoon,0,0.0,27.8,16.4
2025-02-14,WB_107021,107021,ALIPURDUAR_BLOCK_2_GP_10,ALIPURDUAR_BLOCK_2,Alipurduar,26.53626058,89.2516541,0.5,23.0,13.1,171.18,0.67,0.9927,-0.1204,2.51,0.23,Torsa,12860.571418720994,44.27,27.71,28.02,non_sandy,2,45,0.699079,0.715044,winter,0,0.49,22.83,12.96
2024-02-03,WB_107014,107014,ALIPURDUAR_BLOCK_2_GP_3,ALIPURDUAR_BLOCK_2,Alipurduar,26.54454514,89.30770334,0.0,21.1,9.8,170.7,0.69,-0.8006,0.5992,2.67,-0.25,Torsa,7199.410975625481,44.41,27.69,27.9,non_sandy,2,34,0.552101,0.833777,winter,0,0.0,21.11,9.81
2024-08-19,WB_107049,107049,ALIPURDUAR_BLOCK_5_GP_5,ALIPURDUAR_BLOCK_5,Alipurduar,26.76511782,89.67343256,22.6,24.7,19.1,175.39,0.67,0.7245,-0.6892,2.5,-0.04,Torsa,30531.614859689093,45.01,27.81,27.18,non_sandy,8,232,-0.750864,-0.660457,monsoon,1,21.21,24.53,18.97
2024-04-13,WB_107010,107010,ALIPURDUAR_BLOCK_1_GP_10,ALIPURDUAR_BLOCK_1,Alipurduar,26.48334778,89.20664271,0.0,32.9,21.5,169.02,0.69,0.9637,0.267,2.64,-1.59,Torsa,18517.536303768666,44.25,27.65,28.1,non_sandy,4,104,0.976277,-0.216527,pre_monsoon,0,0.0,32.8,21.42
2024-09-21,WB_107029,107029,ALIPURDUAR_BLOCK_3_GP_7,ALIPURDUAR_BLOCK_3,Alipurduar,26.63610447,89.41472186,0.0,35.7,26.0,173.28,0.67,-0.5462,-0.8377,2.44,0.2,Torsa,5091.40828271016,44.53,27.77,27.7,non_sandy,9,265,-0.988204,-0.153142,monsoon,0,0.0,35.44,25.79
2024-05-26,WB_107050,107050,ALIPURDUAR_BLOCK_5_GP_6,ALIPURDUAR_BLOCK_5,Alipurduar,26.74203034,89.63241963,5.4,28.5,19.7,175.09,0.68,-1.0,-0.0065,2.54,-0.34,Torsa,26938.695313253837,44.94,27.8,27.26,non_sandy,5,147,0.57519,-0.81802,pre_monsoon,1,5.47,28.63,19.8
2024-04-22,WB_107011,107011,ALIPURDUAR_BLOCK_1_GP_11,ALIPURDUAR_BLOCK_1,Alipurduar,26.50004111,89.12826103,0.0,33.3,23.6,170.51,0.68,-0.975,0.222,2.52,-0.1,Torsa,25699.499622837287,43.99,27.74,28.27,non_sandy,4,113,0.93121,-0.364483,pre_monsoon,0,0.0,32.97,23.34
2025-04-08,WB_107013,107013,ALIPURDUAR_BLOCK_2_GP_2,ALIPURDUAR_BLOCK_2,Alipurduar,26.54747773,89.27060904,0.5,32.1,21.8,170.15,0.69,0.5114,0.8593,2.55,-0.8,Torsa,10780.31651557305,44.3,27.72,27.98,non_sandy,4,98,0.99339,-0.114788,pre_monsoon,0,0.49,32.07,21.78
2024-05-30,WB_107052,107052,ALIPURDUAR_BLOCK_5_GP_8,ALIPURDUAR_BLOCK_5,Alipurduar,26.76784866,89.64204608,20.3,23.8,19.7,175.3,0.67,-0.9718,-0.2357,2.5,-0.13,Torsa,27402.083396169233,44.91,27.84,27.25,non_sandy,5,151,0.517586,-0.855631,pre_monsoon,1,25.46,23.81,19.71
2024-04-08,WB_107029,107029,ALIPURDUAR_BLOCK_3_GP_7,ALIPURDUAR_BLOCK_3,Alipurduar,26.63610447,89.41472186,0.0,30.9,19.6,173.28,0.67,-0.5462,-0.8377,2.44,0.2,Torsa,5091.40828271016,44.53,27.77,27.7,non_sandy,4,99,0.991269,-0.131859,pre_monsoon,0,0.0,30.83,19.55
2024-03-02,WB_107061,107061,ALIPURDUAR_BLOCK_6_GP_6,ALIPURDUAR_BLOCK_6,Alipurduar,26.81685361,89.75391426,0.0,20.9,10.0,176.32,0.69,0.4123,0.911,2.67,0.32,Torsa,37487.07941874557,45.13,27.85,27.02,non_sandy,3,62,0.875539,0.483147,pre_monsoon,0,0.0,20.6,9.76
2024-10-05,WB_107023,107023,ALIPURDUAR_BLOCK_3_GP_1,ALIPURDUAR_BLOCK_3,Alipurduar,26.61494973,89.42210173,86.3,27.8,23.4,173.74,0.67,0.9363,0.3511,2.44,0.66,Torsa,5401.152842422054,44.59,27.73,27.68,non_sandy,10,279,-0.99621,0.086977,post_monsoon,1,79.93,27.95,23.52
2024-03-17,WB_107055,107055,ALIPURDUAR_BLOCK_5_GP_11,ALIPURDUAR_BLOCK_5,Alipurduar,26.75260618,89.61635009,0.0,23.2,9.9,174.5,0.68,-0.9995,-0.0322,2.54,-0.93,Torsa,25165.289841934264,44.87,27.83,27.3,non_sandy,3,77,0.969843,0.24373,pre_monsoon,0,0.0,23.11,9.83
2025-11-26,WB_107039,107039,ALIPURDUAR_BLOCK_4_GP_6,ALIPURDUAR_BLOCK_4,Alipurduar,26.70038987,89.54776354,0.0,27.8,15.7,173.94,0.69,-0.1666,0.986,2.62,0.59,Torsa,19386.85758380263,44.78,27.79,27.43,non_sandy,11,330,-0.569901,0.821713,post_monsoon,0,0.0,27.56,15.51
2024-06-28,WB_107062,107062,ALIPURDUAR_BLOCK_6_GP_7,ALIPURDUAR_BLOCK_6,Alipurduar,26.80336311,89.81416508,28.2,23.5,21.2,175.73,0.68,-0.5235,0.852,2.59,-0.27,Torsa,43629.33406449326,45.33,27.78,26.89,non_sandy,6,180,0.045141,-0.998981,monsoon,1,20.71,23.46,21.17
2025-10-15,WB_107060,107060,ALIPURDUAR_BLOCK_6_GP_5,ALIPURDUAR_BLOCK_6,Alipurduar,26.82748653,89.81011503,0.0,26.2,16.6,176.41,0.68,-0.188,0.9822,2.57,0.41,Torsa,42919.516000711315,45.27,27.82,26.91,non_sandy,10,288,-0.970882,0.239557,post_monsoon,0,0.0,26.15,16.56
2025-03-04,WB_107045,107045,ALIPURDUAR_BLOCK_5_GP_1,ALIPURDUAR_BLOCK_5,Alipurduar,26.74537629,89.65726574,0.4,17.7,11.0,176.23,0.67,-0.4268,-0.9044,2.44,0.8,Torsa,29313.945079047247,45.0,27.79,27.21,non_sandy,3,63,0.88372,0.468015,pre_monsoon,0,0.37,17.82,11.09
2025-06-01,WB_107044,107044,ALIPURDUAR_BLOCK_4_GP_11,ALIPURDUAR_BLOCK_4,Alipurduar,26.69915869,89.57318239,85.8,30.9,23.0,174.21,0.68,-0.7802,0.6255,2.64,0.86,Torsa,21854.338588568135,44.85,27.77,27.38,non_sandy,6,152,0.502791,-0.864408,monsoon,1,61.34,30.78,22.9
2025-05-17,WB_107009,107009,ALIPURDUAR_BLOCK_1_GP_9,ALIPURDUAR_BLOCK_1,Alipurduar,26.4682806,89.1317286,32.9,29.7,22.2,170.11,0.68,-0.7269,0.6868,2.51,-0.5,Teesta,25609.69839109065,44.06,27.68,28.26,non_sandy,5,137,0.706727,-0.707487,pre_monsoon,1,30.83,29.82,22.29
2025-09-10,WB_107009,107009,ALIPURDUAR_BLOCK_1_GP_9,ALIPURDUAR_BLOCK_1,Alipurduar,26.4682806,89.1317286,18.4,30.7,25.0,170.11,0.68,-0.7269,0.6868,2.51,-0.5,Teesta,25609.69839109065,44.06,27.68,28.26,non_sandy,9,253,-0.935835,-0.352439,monsoon,1,18.93,30.75,25.04
2024-02-19,WB_107020,107020,ALIPURDUAR_BLOCK_2_GP_9,ALIPURDUAR_BLOCK_2,Alipurduar,26.57179831,89.29604159,0.0,26.4,13.6,171.4,0.68,-0.6136,0.7896,2.55,0.45,Torsa,7807.286074247641,44.32,27.74,27.94,non_sandy,2,50,0.757922,0.652346,winter,0,0.0,26.57,13.74
2025-08-10,WB_107030,107030,ALIPURDUAR_BLOCK_3_GP_8,ALIPURDUAR_BLOCK_3,Alipurduar,26.60213056,89.38429528,57.0,30.2,24.8,172.74,0.68,-0.8467,0.5321,2.47,-0.34,Torsa,1442.881907134676,44.51,27.73,27.76,non_sandy,8,222,-0.626727,-0.779239,monsoon,1,61.84,30.22,24.82
2025-10-07,WB_107015,107015,ALIPURDUAR_BLOCK_2_GP_4,ALIPURDUAR_BLOCK_2,Alipurduar,26.5633712,89.27804789,8.8,30.2,21.7,170.66,0.67,0.1221,0.9925,2.53,-0.29,Torsa,9737.79125278531,44.29,27.74,27.97,non_sandy,10,280,-0.994567,0.104101,post_monsoon,1,7.75,30.25,21.74
2024-09-23,WB_107027,107027,ALIPURDUAR_BLOCK_3_GP_5,ALIPURDUAR_BLOCK_3,Alipurduar,26.61906282,89.38245293,0.0,36.9,26.7,172.91,0.67,-0.9861,-0.1661,2.47,-0.17,Torsa,1593.9892821593066,44.47,27.77,27.76,non_sandy,9,267,-0.992887,-0.119059,monsoon,0,0.0,37.02,26.8
2025-03-26,WB_107036,107036,ALIPURDUAR_BLOCK_4_GP_3,ALIPURDUAR_BLOCK_4,Alipurduar,26.68740131,89.55882149,0.0,32.6,18.0,173.47,0.68,-0.7292,0.6843,2.64,0.12,Torsa,20218.18469603226,44.84,27.76,27.4,non_sandy,3,85,0.99411,0.108377,pre_monsoon,0,0.0,32.3,17.76
2024-09-04,WB_107029,107029,ALIPURDUAR_BLOCK_3_GP_7,ALIPURDUAR_BLOCK_3,Alipurduar,26.63610447,89.41472186,16.4,30.6,24.5,173.28,0.67,-0.5462,-0.8377,2.44,0.2,Torsa,5091.40828271016,44.53,27.77,27.7,non_sandy,9,248,-0.902099,-0.43153,monsoon,1,16.84,30.61,24.51
2025-02-06,WB_107002,107002,ALIPURDUAR_BLOCK_1_GP_2,ALIPURDUAR_BLOCK_1,Alipurduar,26.48012961,89.17897989,0.8,22.9,15.5,170.84,0.68,0.9833,0.182,2.64,0.23,Torsa,21284.19640477241,44.17,27.67,28.16,non_sandy,2,37,0.594376,0.804187,winter,1,0.73,23.0,15.58
2024-12-11,WB_107056,107056,ALIPURDUAR_BLOCK_6_GP_1,ALIPURDUAR_BLOCK_6,Alipurduar,26.81381547,89.778899,0.0,16.8,7.6,175.24,0.7,0.3044,0.9526,2.65,-0.76,Torsa,39994.98728378307,45.21,27.82,26.97,non_sandy,12,346,-0.325128,0.94567,winter,0,0.0,16.7,7.52
2025-01-11,WB_107036,107036,ALIPURDUAR_BLOCK_4_GP_3,ALIPURDUAR_BLOCK_4,Alipurduar,26.68740131,89.55882149,0.0,24.1,10.4,173.47,0.68,-0.7292,0.6843,2.64,0.12,Torsa,20218.18469603226,44.84,27.76,27.4,non_sandy,1,11,0.188099,0.98215,winter,0,0.0,24.01,10.33
2024-08-28,WB_107049,107049,ALIPURDUAR_BLOCK_5_GP_5,ALIPURDUAR_BLOCK_5,Alipurduar,26.76511782,89.67343256,5.4,25.4,19.5,175.39,0.67,0.7245,-0.6892,2.5,-0.04,Torsa,30531.614859689093,45.01,27.81,27.18,non_sandy,8,241,-0.843728,-0.536771,monsoon,1,6.24,25.45,19.54
2024-09-02,WB_107059,107059,ALIPURDUAR_BLOCK_6_GP_4,ALIPURDUAR_BLOCK_6,Alipurduar,26.80244527,89.78487913,8.9,26.3,20.5,174.55,0.7,0.0467,0.9989,2.53,-1.45,Torsa,40765.04911209331,45.25,27.8,26.95,non_sandy,9,246,-0.886721,-0.462305,monsoon,1,8.13,26.32,20.52
2025-08-03,WB_107020,107020,ALIPURDUAR_BLOCK_2_GP_9,ALIPURDUAR_BLOCK_2,Alipurduar,26.57179831,89.29604159,86.7,29.8,24.4,171.4,0.68,-0.6136,0.7896,2.55,0.45,Torsa,7807.286074247641,44.32,27.74,27.94,non_sandy,8,215,-0.528581,-0.848883,monsoon,1,87.29,29.89,24.47
2024-06-15,WB_107031,107031,ALIPURDUAR_BLOCK_3_GP_9,ALIPURDUAR_BLOCK_3,Alipurduar,26.61726006,89.45424,36.9,30.3,24.3,171.76,0.69,0.9972,0.0749,2.57,-1.32,Torsa,8597.817400849677,44.68,27.71,27.61,non_sandy,6,167,0.265563,-0.964094,monsoon,1,31.35,30.3,24.3
2025-08-01,WB_107054,107054,ALIPURDUAR_BLOCK_5_GP_10,ALIPURDUAR_BLOCK_5,Alipurduar,26.7639866,89.69800825,8.8,25.1,19.5,175.25,0.67,0.6289,-0.7775,2.5,-0.18,Torsa,32963.28939748043,45.08,27.79,27.13,non_sandy,8,213,-0.499069,-0.866562,monsoon,1,8.42,25.19,19.57
2025-01-28,WB_107013,107013,ALIPURDUAR_BLOCK_2_GP_2,ALIPURDUAR_BLOCK_2,Alipurduar,26.54747773,89.27060904,0.3,23.5,13.5,170.15,0.69,0.5114,0.8593,2.55,-0.8,Torsa,10780.31651557305,44.3,27.72,27.98,non_sandy,1,28,0.463258,0.886224,winter,0,0.3,23.74,13.69
2024-07-10,WB_107045,107045,ALIPURDUAR_BLOCK_5_GP_1,ALIPURDUAR_BLOCK_5,Alipurduar,26.74537629,89.65726574,13.5,22.2,18.0,176.23,0.67,-0.4268,-0.9044,2.44,0.8,Torsa,29313.945079047247,45.0,27.79,27.21,non_sandy,7,192,-0.160575,-0.987024,monsoon,1,13.01,22.0,17.84
2024-02-09,WB_107020,107020,ALIPURDUAR_BLOCK_2_GP_9,ALIPURDUAR_BLOCK_2,Alipurduar,26.57179831,89.29604159,0.0,22.3,12.4,171.4,0.68,-0.6136,0.7896,2.55,0.45,Torsa,7807.286074247641,44.32,27.74,27.94,non_sandy,2,40,0.635068,0.772456,winter,0,0.0,22.01,12.17
2024-04-14,WB_107025,107025,ALIPURDUAR_BLOCK_3_GP_3,ALIPURDUAR_BLOCK_3,Alipurduar,26.60492414,89.40720613,1.2,32.8,19.8,173.83,0.66,-0.9144,0.4048,2.47,0.75,Torsa,3744.298851222399,44.57,27.72,27.71,non_sandy,4,105,0.972408,-0.233289,pre_monsoon,1,1.25,32.78,19.78
2025-10-03,WB_107006,107006,ALIPURDUAR_BLOCK_1_GP_6,ALIPURDUAR_BLOCK_1,Alipurduar,26.4864427,89.12942228,13.3,30.1,23.8,170.38,0.68,-0.9831,0.1832,2.52,-0.23,Torsa,25931.74045992733,44.02,27.71,28.27,non_sandy,10,276,-0.999371,0.035473,post_monsoon,1,12.09,30.26,23.93
2025-12-31,WB_107026,107026,ALIPURDUAR_BLOCK_3_GP_4,ALIPURDUAR_BLOCK_3,Alipurduar,26.62465503,89.43471603,0.0,21.4,11.6,173.08,0.68,0.9908,0.1356,2.59,-0.0,Torsa,6827.842207539972,44.61,27.74,27.65,non_sandy,12,365,-0.004301,0.999991,winter,0,0.0,21.71,11.85
2024-04-26,WB_107017,107017,ALIPURDUAR_BLOCK_2_GP_6,ALIPURDUAR_BLOCK_2,Alipurduar,26.55776059,89.31777194,0.0,33.7,23.3,171.66,0.69,-0.8237,0.5671,2.62,0.71,Torsa,5951.998869915676,44.41,27.7,27.89,non_sandy,4,117,0.903946,-0.427646,pre_monsoon,0,0.0,33.9,23.46
2024-12-04,WB_107042,107042,ALIPURDUAR_BLOCK_4_GP_9,ALIPURDUAR_BLOCK_4,Alipurduar,26.70163511,89.51371156,0.0,25.1,15.3,174.09,0.68,0.2027,0.9792,2.54,0.74,Torsa,16039.784800941337,44.68,27.82,27.5,non_sandy,12,339,-0.436373,0.899766,winter,0,0.0,25.28,15.44
2025-09-07,WB_107033,107033,ALIPURDUAR_BLOCK_3_GP_11,ALIPURDUAR_BLOCK_3,Alipurduar,26.59207697,89.41778768,13.6,30.6,24.8,173.04,0.67,0.212,0.9773,2.47,-0.04,Torsa,4530.624301238176,44.63,27.69,27.68,non_sandy,9,250,-0.916409,-0.400244,monsoon,1,14.65,30.47,24.69
2024-03-14,WB_107009,107009,ALIPURDUAR_BLOCK_1_GP_9,ALIPURDUAR_BLOCK_1,Alipurduar,26.4682806,89.1317286,0.0,31.3,16.1,170.11,0.68,-0.7269,0.6868,2.51,-0.5,Teesta,25609.69839109065,44.06,27.68,28.26,non_sandy,3,74,0.955979,0.293434,pre_monsoon,0,0.0,31.35,16.14
2024-06-22,WB_107044,107044,ALIPURDUAR_BLOCK_4_GP_11,ALIPURDUAR_BLOCK_4,Alipurduar,26.69915869,89.57318239,7.6,32.4,24.6,174.21,0.68,-0.7802,0.6255,2.64,0.86,Torsa,21854.338588568135,44.85,27.77,27.38,non_sandy,6,174,0.147827,-0.989013,monsoon,1,6.73,32.43,24.62
2025-10-06,WB_107024,107024,ALIPURDUAR_BLOCK_3_GP_2,ALIPURDUAR_BLOCK_3,Alipurduar,26.62485086,89.40400353,5.7,29.4,22.2,173.77,0.67,-0.4704,-0.8825,2.44,0.69,Torsa,3820.3171022664064,44.52,27.76,27.72,non_sandy,10,279,-0.99621,0.086977,post_monsoon,1,6.08,29.46,22.25
2025-11-18,WB_107064,107064,ALIPURDUAR_BLOCK_6_GP_9,ALIPURDUAR_BLOCK_6,Alipurduar,26.79913614,89.76175031,0.0,22.2,12.4,175.46,0.68,0.5188,0.8549,2.57,-0.54,Torsa,38556.71680514542,45.19,27.81,27.0,non_sandy,11,322,-0.67724,0.735762,post_monsoon,0,0.0,22.03,12.27
2024-08-19,WB_107035,107035,ALIPURDUAR_BLOCK_4_GP_2,ALIPURDUAR_BLOCK_4,Alipurduar,26.67505994,89.52931287,2.1,32.4,25.1,172.25,0.69,0.1028,0.9947,2.53,-1.1,Torsa,17085.476763688584,44.78,27.76,27.46,non_sandy,8,232,-0.750864,-0.660457,monsoon,1,1.72,32.55,25.22
2024-11-11,WB_107032,107032,ALIPURDUAR_BLOCK_3_GP_10,ALIPURDUAR_BLOCK_3,Alipurduar,26.63210137,89.37916755,0.0,29.0,17.7,172.91,0.67,-0.9968,-0.0794,2.47,-0.17,Torsa,1527.3681383927583,44.43,27.79,27.78,non_sandy,11,316,-0.749442,0.66207,post_monsoon,0,0.0,28.78,17.53
2025-09-25,WB_107011,107011,ALIPURDUAR_BLOCK_1_GP_11,ALIPURDUAR_BLOCK_1,Alipurduar,26.50004111,89.12826103,0.1,33.8,25.4,170.51,0.68,-0.975,0.222,2.52,-0.1,Torsa,25699.499622837287,43.99,27.74,28.27,non_sandy,9,268,-0.994788,-0.101962,monsoon,0,0.1,33.96,25.53
2024-07-11,WB_107057,107057,ALIPURDUAR_BLOCK_6_GP_2,ALIPURDUAR_BLOCK_6,Alipurduar,26.81494116,89.80473958,81.1,23.3,20.6,175.62,0.7,-0.2585,0.966,2.68,-0.38,Torsa,42529.986401866656,45.28,27.81,26.91,non_sandy,7,193,-0.177529,-0.984116,monsoon,1,70.31,23.29,20.59
2024-07-25,WB_107062,107062,ALIPURDUAR_BLOCK_6_GP_7,ALIPURDUAR_BLOCK_6,Alipurduar,26.80336311,89.81416508,16.4,26.8,21.1,175.73,0.68,-0.5235,0.852,2.59,-0.27,Torsa,43629.33406449326,45.33,27.78,26.89,non_sandy,7,207,-0.407129,-0.91337,monsoon,1,18.93,26.91,21.19
2024-01-03,WB_107016,107016,ALIPURDUAR_BLOCK_2_GP_5,ALIPURDUAR_BLOCK_2,Alipurduar,26.5349592,89.27620015,0.0,22.7,10.5,169.93,0.68,0.4106,0.9118,2.51,-1.02,Torsa,10478.370093417996,44.34,27.69,27.97,non_sandy,1,3,0.051584,0.998669,winter,0,0.0,22.73,10.53
2025-06-09,WB_107022,107022,ALIPURDUAR_BLOCK_2_GP_11,ALIPURDUAR_BLOCK_2,Alipurduar,26.54707432,89.33358254,0.3,34.0,26.0,172.49,0.7,-0.8367,0.5477,2.62,1.54,Torsa,4611.037755399509,44.48,27.67,27.85,non_sandy,6,160,0.379453,-0.925211,monsoon,0,0.26,33.97,25.98
